frame_s1_100.jpg,460,159,632,328,2
frame_s1_36.jpg,821,111,861,157,7
frame_s1_36.jpg,119,440,191,556,7
frame_s1_36.jpg,829,264,888,400,7
frame_s1_37.jpg,754,137,792,182,7
frame_s1_37.jpg,149,456,211,563,7
frame_s1_37.jpg,761,284,822,418,7
frame_s1_38.jpg,271,387,317,476,7
frame_s1_38.jpg,793,114,830,152,7
frame_s1_38.jpg,806,243,852,368,7
frame_s1_39.jpg,770,78,803,115,7
frame_s1_39.jpg,779,201,824,313,7
frame_s1_39.jpg,361,313,390,383,7
frame_s1_76.jpg,608,169,732,266,5
frame_s1_77.jpg,613,274,753,365,5
frame_s1_78.jpg,603,196,789,303,5
frame_s1_79.jpg,528,115,757,236,5
frame_s1_80.jpg,518,49,780,181,5
frame_s1_98.jpg,714,176,830,309,2
frame_s1_99.jpg,628,175,765,320,2
frame_s2_184.jpg,789,101,1061,480,3
frame_s2_185.jpg,550,52,858,517,3
frame_s2_186.jpg,422,66,787,609,3
frame_s2_187.jpg,356,35,719,607,3
frame_s2_188.jpg,404,29,813,701,3
frame_s2_189.jpg,419,14,892,706,3
frame_s2_191.jpg,319,85,623,557,3
frame_s2_192.jpg,81,127,401,567,3
frame_s2_192.jpg,489,164,855,646,3
frame_s2_193.jpg,940,234,1276,666,3
frame_s2_193.jpg,172,268,663,718,3
frame_s2_193.jpg,684,152,895,511,3
frame_s2_199.jpg,184,1,434,225,3
frame_s2_199.jpg,486,80,928,604,3
frame_s2_200.jpg,119,5,390,335,3
frame_s2_200.jpg,429,168,872,702,3
frame_s2_200.jpg,898,54,1219,467,3
frame_s2_201.jpg,903,24,1235,444,3
frame_s2_201.jpg,421,148,899,701,3
frame_s2_201.jpg,73,4,376,319,3
frame_s2_206.jpg,683,139,747,212,7
frame_s2_206.jpg,389,91,484,177,5
frame_s2_207.jpg,686,118,766,201,7
frame_s2_207.jpg,351,53,458,158,5
frame_s2_208.jpg,792,159,884,256,7
frame_s2_208.jpg,377,78,501,192,5
frame_s2_209.jpg,255,112,391,245,5
frame_s2_209.jpg,790,218,906,336,7
frame_s2_210.jpg,181,102,340,246,5
frame_s2_210.jpg,751,227,875,355,7
frame_s2_211.jpg,274,142,432,294,5
frame_s2_211.jpg,886,267,1028,411,7
frame_s2_212.jpg,384,131,560,300,5
frame_s2_212.jpg,1062,228,1228,381,7
frame_s2_213.jpg,941,268,1093,426,7
frame_s2_213.jpg,233,133,436,302,5
frame_s2_214.jpg,240,168,454,368,5
frame_s2_214.jpg,1038,337,1238,521,7
frame_s2_215.jpg,206,166,436,371,5
frame_s2_215.jpg,1054,351,1230,524,7
frame_s2_216.jpg,187,123,410,325,5
frame_s2_216.jpg,1045,302,1241,488,7
frame_s2_217.jpg,140,34,406,252,5
frame_s3_1.jpg,397,39,917,628,3
frame_s3_104.jpg,442,110,652,302,5
frame_s3_105.jpg,496,68,732,271,5
frame_s3_106.jpg,469,53,727,278,5
frame_s3_107.jpg,439,42,716,279,5
frame_s3_108.jpg,413,31,713,284,5
frame_s3_109.jpg,424,44,758,320,5
frame_s3_110.jpg,385,2,745,280,5
frame_s3_111.jpg,532,131,615,204,2
frame_s3_111.jpg,699,132,771,203,2
frame_s3_112.jpg,535,104,624,191,2
frame_s3_112.jpg,723,109,809,187,2
frame_s3_113.jpg,533,64,643,172,2
frame_s3_113.jpg,780,69,874,170,2
frame_s3_114.jpg,481,92,607,213,2
frame_s3_115.jpg,474,114,623,251,2
frame_s3_116.jpg,530,75,694,235,2
frame_s3_117.jpg,473,82,653,257,2
frame_s3_118.jpg,453,55,650,242,2
frame_s3_119.jpg,484,57,694,260,2
frame_s3_120.jpg,510,63,743,280,2
frame_s3_121.jpg,470,53,718,290,2
frame_s3_122.jpg,429,80,680,325,2
frame_s3_123.jpg,396,86,657,332,2
frame_s3_124.jpg,440,78,697,321,2
frame_s3_125.jpg,440,341,476,376,7
frame_s3_125.jpg,578,339,616,377,5
frame_s3_126.jpg,474,355,515,395,7
frame_s3_126.jpg,628,358,666,392,5
frame_s3_127.jpg,442,323,479,363,7
frame_s3_128.jpg,459,321,497,363,7
frame_s3_128.jpg,641,334,686,372,5
frame_s3_129.jpg,608,323,657,367,5
frame_s3_129.jpg,404,309,449,355,7
frame_s3_130.jpg,601,300,653,347,5
frame_s3_130.jpg,846,300,896,340,5
frame_s3_130.jpg,376,276,425,330,7
frame_s3_131.jpg,927,301,985,350,5
frame_s3_131.jpg,662,306,717,356,5
frame_s3_131.jpg,408,283,465,342,7
frame_s3_132.jpg,639,323,698,374,5
frame_s3_132.jpg,368,293,426,357,7
frame_s3_133.jpg,625,306,689,361,5
frame_s3_133.jpg,343,277,405,344,7
frame_s3_134.jpg,336,274,406,347,7
frame_s3_134.jpg,647,307,713,368,5
frame_s3_135.jpg,596,291,666,351,5
frame_s3_135.jpg,262,252,334,329,7
frame_s3_136.jpg,602,292,674,353,5
frame_s3_136.jpg,250,250,327,331,7
frame_s3_137.jpg,693,299,768,361,5
frame_s3_137.jpg,307,248,386,335,7
frame_s3_138.jpg,703,272,781,336,5
frame_s3_138.jpg,292,215,376,307,7
frame_s3_139.jpg,680,292,762,358,5
frame_s3_139.jpg,249,229,336,327,7
frame_s3_140.jpg,665,300,748,372,5
frame_s3_140.jpg,208,232,301,332,7
frame_s3_141.jpg,683,309,773,381,5
frame_s3_141.jpg,206,238,299,344,7
frame_s3_142.jpg,744,320,836,397,5
frame_s3_142.jpg,232,243,329,352,7
frame_s3_143.jpg,747,294,843,373,5
frame_s3_143.jpg,197,204,300,322,7
frame_s3_144.jpg,732,285,831,373,5
frame_s3_144.jpg,145,189,253,311,7
frame_s3_145.jpg,745,259,851,353,5
frame_s3_145.jpg,129,159,242,288,7
frame_s3_146.jpg,785,236,896,334,5
frame_s3_146.jpg,139,134,251,266,7
frame_s3_147.jpg,826,238,945,342,5
frame_s3_147.jpg,143,136,255,270,7
frame_s3_148.jpg,866,235,989,338,5
frame_s3_148.jpg,161,127,271,267,7
frame_s3_149.jpg,174,115,288,258,7
frame_s3_149.jpg,902,218,1027,327,5
frame_s3_150.jpg,900,217,1027,327,5
frame_s3_150.jpg,158,116,277,264,7
frame_s3_151.jpg,872,234,1001,340,5
frame_s3_151.jpg,113,124,234,278,7
frame_s3_152.jpg,864,222,994,334,5
frame_s3_152.jpg,79,108,212,264,7
frame_s3_153.jpg,887,184,1033,303,5
frame_s3_153.jpg,43,67,168,226,7
frame_s3_154.jpg,1066,152,1239,291,5
frame_s3_154.jpg,95,37,213,212,7
frame_s3_155.jpg,473,531,547,642,7
frame_s3_168.jpg,605,302,703,388,5
frame_s3_169.jpg,612,292,723,386,5
frame_s3_169.jpg,880,548,1065,672,1
frame_s3_170.jpg,555,267,681,378,5
frame_s3_170.jpg,858,567,1095,705,1
frame_s3_171.jpg,602,334,751,470,5
frame_s3_172.jpg,521,169,696,333,5
frame_s3_173.jpg,408,26,646,235,5
frame_s3_174.jpg,371,19,698,307,5
frame_s3_175.jpg,754,302,826,411,5
frame_s3_176.jpg,713,301,800,417,5
frame_s3_177.jpg,667,300,769,430,5
frame_s3_178.jpg,661,284,774,421,5
frame_s3_179.jpg,668,251,793,392,5
frame_s3_180.jpg,645,274,778,431,5
frame_s3_181.jpg,582,286,731,451,5
frame_s3_182.jpg,576,255,744,433,5
frame_s3_183.jpg,587,217,773,405,5
frame_s3_184.jpg,588,207,775,394,5
frame_s3_185.jpg,602,77,800,270,5
frame_s3_2.jpg,402,11,944,629,3
frame_s3_239.jpg,305,540,401,710,7
frame_s3_239.jpg,701,485,768,565,7
frame_s3_239.jpg,398,168,487,277,7
frame_s3_239.jpg,877,63,990,181,7
frame_s3_240.jpg,640,544,721,640,7
frame_s3_240.jpg,296,180,399,305,7
frame_s3_240.jpg,846,52,976,184,7
frame_s3_241.jpg,673,569,751,675,7
frame_s3_241.jpg,295,164,405,298,7
frame_s3_241.jpg,905,11,1060,161,7
frame_s3_242.jpg,670,584,749,693,7
frame_s3_242.jpg,256,146,375,291,7
frame_s3_242.jpg,908,9,1067,151,7
frame_s3_243.jpg,666,587,749,696,7
frame_s3_243.jpg,247,146,372,295,7
frame_s3_243.jpg,907,8,1067,151,7
frame_s3_244.jpg,661,588,746,695,7
frame_s3_244.jpg,243,147,367,295,7
frame_s3_244.jpg,905,8,1057,151,7
frame_s3_245.jpg,657,589,743,696,7
frame_s3_245.jpg,241,148,363,294,7
frame_s3_245.jpg,904,12,1050,149,7
frame_s3_246.jpg,655,590,743,699,7
frame_s3_246.jpg,902,10,1042,150,7
frame_s3_246.jpg,234,146,358,295,7
frame_s3_247.jpg,651,592,743,701,7
frame_s3_247.jpg,900,6,1045,151,7
frame_s3_247.jpg,229,147,353,297,7
frame_s3_248.jpg,651,593,740,701,7
frame_s3_248.jpg,899,6,1045,153,7
frame_s3_248.jpg,226,146,352,299,7
frame_s3_249.jpg,652,595,737,701,7
frame_s3_249.jpg,899,7,1048,151,7
frame_s3_249.jpg,223,147,351,297,7
frame_s3_250.jpg,652,596,738,703,7
frame_s3_250.jpg,899,7,1044,151,7
frame_s3_250.jpg,222,149,348,296,7
frame_s3_251.jpg,652,596,734,705,7
frame_s3_251.jpg,899,7,1044,150,7
frame_s3_251.jpg,221,147,347,297,7
frame_s3_251.jpg,383,594,463,697,4
frame_s3_252.jpg,650,598,733,706,7
frame_s3_252.jpg,898,7,1041,153,7
frame_s3_252.jpg,219,147,344,296,7
frame_s3_253.jpg,646,600,728,708,7
frame_s3_253.jpg,897,7,1040,153,7
frame_s3_253.jpg,213,145,341,296,7
frame_s3_254.jpg,643,598,727,708,7
frame_s3_254.jpg,208,145,337,296,7
frame_s3_254.jpg,894,7,1049,153,7
frame_s3_255.jpg,638,600,727,709,7
frame_s3_255.jpg,202,147,332,297,7
frame_s3_255.jpg,889,5,1047,152,7
frame_s3_256.jpg,637,599,725,710,7
frame_s3_256.jpg,202,144,331,296,7
frame_s3_256.jpg,887,6,1049,151,7
frame_s3_257.jpg,636,600,725,710,7
frame_s3_257.jpg,200,145,327,296,7
frame_s3_257.jpg,885,7,1048,149,7
frame_s3_258.jpg,635,601,720,709,7
frame_s3_258.jpg,197,145,324,296,7
frame_s3_258.jpg,883,9,1044,149,7
frame_s3_259.jpg,632,601,720,710,7
frame_s3_259.jpg,192,144,323,296,7
frame_s3_259.jpg,882,9,1042,152,7
frame_s3_260.jpg,632,600,720,711,7
frame_s3_260.jpg,188,143,321,296,7
frame_s3_260.jpg,882,8,1039,146,7
